Name_of_meal,MealIngredients,Snack (all types),Breakfast,Lunch,Dinner,Carbs,Protein,Calories,Meal Name,Dairy Free,Gluten Free,Pescatarian,Vegan,Vegetarian,Paleo,Meal Name.1,Soy,Milk,Dairy,Wheat,Shellfish,Peanuts,Treenuts,Eggs,Fish,Nuts,Meal Name.2,Milk.1,Butter,Cheese,Yogurt,Ice Cream,Whey,Apples,Oranges,Bananas,Cherries,Dates,Watermelons,Bread,Cereal,Rice,Pasta,Wheat.1,Oats,Sweet Potatoes,Beets,Spinach,Broccoli,Cauliflower,Brussel sprout,Beef,Chicken,Fish.1,Eggs.1,Cheese.1,Beans,Fat
"1 apple with peanut butter (2 tsp), 2 cups of 2% milk",,Yes,Yes,,,50,19,403,"1 apple with peanut butter (2 tsp), 2 cups of 2% milk",2,0,0,2,0,3,"1 apple with peanut butter (2 tsp), 2 cups of 2% milk",0,2,2,0,0,1,0,0,0,1,"Ground turkey (6 oz), 1 piece of pita bread, 1/2 cup of sweet potatoes",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,17.9
"1 Nutri-Grain Cereal Bar, 1 cup of plain Greek yogurt and 1 tsp of honey",,Yes,Yes,,,72,21,413,"1 Nutri-Grain Cereal Bar, 1 cup of plain Greek yogurt and 1 tsp of honey",2,0,0,2,0,1,"1 Nutri-Grain Cereal Bar, 1 cup of plain Greek yogurt and 1 tsp of honey",0,1,2,0,0,0,0,0,0,0,"Ground beef (4 oz), 1 cup of brown rice, 1/2 cup of corn",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.3
"1 scoop of whey protein powder, 1 banana, 1 serving of almond butter (1 oz.)",,Yes,Yes,,,37,30,430,"1 scoop of whey protein powder, 1 banana, 1 serving of almond butter (1 oz.)",2,0,0,2,0,1,"1 scoop of whey protein powder, 1 banana, 1 serving of almond butter (1 oz.)",0,2,2,0,0,0,1,0,0,1,"Salmon (4 oz), 2 cups of brown rice, 1/2 cup of squash",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19.1
"1 cup of chocolate milk (2%), 2/3 cup of dried fruit",,Yes,Yes,,,87,10,430,"1 cup of chocolate milk (2%), 2/3 cup of dried fruit",2,0,0,0,0,1,"1 cup of chocolate milk (2%), 2/3 cup of dried fruit",0,2,2,0,0,0,0,0,0,0,"Ground beef (4 oz), 1 tortilla, Snap 2 cups of peas",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.7
"1 Clif Bar - Blueberry Crisp (or a similar bar), 1 cup of chocolate milk (2%)",,Yes,Yes,,,17,17,440,"1 Clif Bar - Blueberry Crisp (or a similar bar), 1 cup of chocolate milk (2%)",2,0,0,0,0,1,"1 Clif Bar - Blueberry Crisp (or a similar bar), 1 cup of chocolate milk (2%)",0,2,2,0,0,0,0,0,0,0,"Salmon (4 oz), 2 cups of pasta, 1/2 cup of peas",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,19.6
"1 scoop of whey protein, 1 cup of low-fat milk, 1 banana",,Yes,Yes,,,41,33,447,"1 scoop of whey protein, 1 cup of low-fat milk, 1 banana",2,0,0,0,0,1,"1 scoop of whey protein, 1 cup of low-fat milk, 1 banana",0,2,2,0,0,0,0,0,0,0,"Salmon (4 oz), 2 cups of brown rice, 1/2 cup of sweet potatoes",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.5
"1 Nature Valley Granola Bar - Sweet & Salty Nut (or a similar bar), 1 cup of plain Greek yogurt and 1 tsp of honey",,Yes,Yes,,,71,21,453,"1 Nature Valley Granola Bar - Sweet & Salty Nut (or a similar bar), 1 cup of plain Greek yogurt and 1 tsp of honey",2,0,0,2,0,1,"1 Nature Valley Granola Bar - Sweet & Salty Nut (or a similar bar), 1 cup of plain Greek yogurt and 1 tsp of honey",0,1,2,0,0,0,1,0,0,1,"Ground beef (4 oz), 1 cup of beans, 2 cups of green beans",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2.5
"1 cup of nonfat Greek yogurt, 1 cup of craisins",,Yes,Yes,,,99,26,481,"1 cup of nonfat Greek yogurt, 1 cup of craisins",2,0,0,1,0,1,"1 cup of nonfat Greek yogurt, 1 cup of craisins",0,1,2,0,0,0,0,0,0,0,"white fish (4 oz), 2 cups of pasta, 1 cup of cauliflower",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2.7
"1 cup of chocolate milk (2%), 1/2 cup of plain granola",,Yes,Yes,,,59,17,488,"1 cup of chocolate milk (2%), 1/2 cup of plain granola",2,0,0,0,0,1,"1 cup of chocolate milk (2%), 1/2 cup of plain granola",0,2,2,0,0,0,1,0,0,1,"Ground beef (4 oz), 1 cup of beans, 1/2 cup of corn",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,20.4
"1 Larabar, 1 cup of plain Greek yogurt and 1 tsp of honey",,Yes,Yes,,,78,25,523,"1 Larabar, 1 cup of plain Greek yogurt and 1 tsp of honey",2,0,0,2,0,1,"1 Larabar, 1 cup of plain Greek yogurt and 1 tsp of honey",0,1,2,0,0,0,0,0,0,0,"Salmon (4 oz), 2 cups of quinoa, 1 cup of eggplant",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.9
"1 White Smoothie (1/3 cup of plain oats, 3/4 cups of plain or vanilla yogurt, 4 cups of milk, 2 tsp of honey, ice)",,Yes,Yes,,,34,8,525,"1 White Smoothie (1/3 cup of plain oats, 3/4 cups of plain or vanilla yogurt, 4 cups of milk, 2 tsp of honey, ice)",2,0,0,2,0,3,"1 White Smoothie (1/3 cup of plain oats, 3/4 cups of plain or vanilla yogurt, 4 cups of milk, 2 tsp of honey, ice)",0,1,2,0,0,0,0,0,0,0,"Salmon (4 oz), 2 cups of quinoa, 1/2 cup of squash",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.8
"1 cup of plain oatmeal with 1 cup of blueberries, 1 cup of plain Greek yogurt",,Yes,Yes,,,89,25,526,"1 cup of plain oatmeal with 1 cup of blueberries, 1 cup of plain Greek yogurt",2,0,0,1,0,1,"1 cup of plain oatmeal with 1 cup of blueberries, 1 cup of plain Greek yogurt",0,1,2,0,0,0,0,0,0,0,"white fish (4 oz), 2 cups of brown rice, 1/2 cup of squash",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.9
"1 cup of nonfat yogurt, 2 bananas with almond butter (~2 tbsp)",,Yes,Yes,,,79,24,543,"1 cup of nonfat yogurt, 2 bananas with almond butter (~2 tbsp)",2,0,0,3,0,2,"1 cup of nonfat yogurt, 2 bananas with almond butter (~2 tbsp)",0,1,2,0,0,0,1,0,0,1,"Grilled Chicken (8 oz), 2 cups of pasta, 1 cup of spinach",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,24.1
"1 cup of nonfat yogurt, 2 bananas with 2 tbsp of almond butter",,Yes,Yes,,,79,24,543,"1 cup of nonfat yogurt, 2 bananas with 2 tbsp of almond butter",2,0,0,3,0,2,"1 cup of nonfat yogurt, 2 bananas with 2 tbsp of almond butter",0,1,2,0,0,0,1,0,0,1,"Pork tenderloin (8 oz), 1 cup of beans, Snap 2 cups of peas",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24.1
"1 cup of plain Greek yogurt and 1 tsp of honey, 1 Clif Bar - Blueberry Crisp (or a similar bar)",,Yes,Yes,,,92,28,543,"1 cup of plain Greek yogurt and 1 tsp of honey, 1 Clif Bar - Blueberry Crisp (or a similar bar)",2,0,0,2,0,1,"1 cup of plain Greek yogurt and 1 tsp of honey, 1 Clif Bar - Blueberry Crisp (or a similar bar)",0,1,2,0,0,0,0,0,0,0,"white fish (4 oz), 2 cups of brown rice, 1/2 cup of sweet potatoes",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3.0
"Strawberry - Peanut Butter Smoothie (1 1/2 cups of 1% milk, 4 tbsp of peanut butter, 1 cup of strawberries)",,Yes,Yes,,,42,28,560,"Strawberry - Peanut Butter Smoothie (1 1/2 cups of 1% milk, 4 tbsp of peanut butter, 1 cup of strawberries)",2,0,0,2,0,3,"Strawberry - Peanut Butter Smoothie (1 1/2 cups of 1% milk, 4 tbsp of peanut butter, 1 cup of strawberries)",0,2,2,0,0,1,0,0,0,1,"Grilled Chicken (8 oz), 2 cups of pasta, 1/2 cup of carrots",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,24.9
"2 cups of chocolate milk, 2 bananas",,Yes,Yes,,,108,18,590,"2 cups of chocolate milk, 2 bananas",2,0,0,0,0,1,"2 cups of chocolate milk, 2 bananas",0,2,2,0,0,0,0,0,0,0,"Grilled Chicken (8 oz), 2 cups of pasta, asparagus (~10 stalks)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,9.6
"1 cup of plain Greek yogurt, 2/3 cup of walnuts",,Yes,Yes,,,20,24,604,"1 cup of plain Greek yogurt, 2/3 cup of walnuts",2,0,0,1,0,1,"1 cup of plain Greek yogurt, 2/3 cup of walnuts",0,1,2,0,0,0,1,0,0,2,"2 cups of tofu, 1 cup of white rice, 2 cups of corn",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.8
"2 bananas with peanut butter (~2 tbsp), 1 1/2 cups of 1% milk",,Yes,Yes,,,77,24,635,"2 bananas with peanut butter (~2 tbsp), 1 1/2 cups of 1% milk",2,0,0,2,0,3,"2 bananas with peanut butter (~2 tbsp), 1 1/2 cups of 1% milk",0,2,2,0,0,1,0,0,0,1,"Ground turkey (3 oz), 2 cups of quinoa, 1 cup of cabbage",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.2
"1 cup of plain granola, 1 cup of Greek yogurt",,Yes,Yes,,,73,30,676,"1 cup of plain granola, 1 cup of Greek yogurt",2,0,0,1,0,1,"1 cup of plain granola, 1 cup of Greek yogurt",0,1,2,0,0,0,1,0,0,1,"steak (6 oz), 1 cup of brown rice, 1 cup of cauliflower",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3.8
"1 1/2 cups of plain Greek yogurt, 1 cup of plain granola",,Yes,Yes,,,77,36,716,"1 1/2 cups of plain Greek yogurt, 1 cup of plain granola",2,0,0,1,0,1,"1 1/2 cups of plain Greek yogurt, 1 cup of plain granola",0,1,2,0,0,0,1,0,0,1,"grilled chicken (4 oz), 2 cups of quinoa, 2 cups of corn",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.0
"1 cup of plain yogurt with granola (1/2 cup) and blackberries (~4), 2 tablespoons of peanut butter (smoothe style)",,Yes,Yes,,,74,28,725,"1 cup of plain yogurt with granola (1/2 cup) and blackberries (~4), 2 tablespoons of peanut butter (smoothe style)",2,0,0,3,0,3,"1 cup of plain yogurt with granola (1/2 cup) and blackberries (~4), 2 tablespoons of peanut butter (smoothe style)",0,1,2,0,0,1,1,0,0,2,"Pork tenderloin (4 oz), 2 cups of brown rice, Snap 2 cups of peas",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.2
"1 cup of plain granola, 1 cup of nonfat Greek yogurt",,Yes,Yes,,,74,43,738,"1 cup of plain granola, 1 cup of nonfat Greek yogurt",2,0,0,1,0,1,"1 cup of plain granola, 1 cup of nonfat Greek yogurt",0,1,2,0,0,0,1,0,0,1,"steak (6 oz), 1 cup of white rice, 1/2 cup of squash",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.1
"1 cup of plain granola, 1 cup of chocolate milk (2%)",,Yes,Yes,,,92,26,786,"1 cup of plain granola, 1 cup of chocolate milk (2%)",2,0,0,0,0,1,"1 cup of plain granola, 1 cup of chocolate milk (2%)",0,2,2,0,0,0,1,0,0,1,"Ground beef (4 oz), 1 cup of brown rice, 2 cups of corn",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,34.9
"1 cup of plain granola, 1 cup of plain Greek yogurt and honey",,Yes,Yes,,,113,37,889,"1 cup of plain granola, 1 cup of plain Greek yogurt and honey",2,0,0,2,0,1,"1 cup of plain granola, 1 cup of plain Greek yogurt and honey",0,1,2,0,0,0,1,0,0,1,"Ground turkey (6 oz), 1 cup of white rice, 1/2 cup of corn",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9
"3/4 of a Peanut Butter Sandwich (1 1/2 slices of whole wheat bread, 1 1/2 tbsp of peanut butter)",,Yes,Yes,,,27,9,257,"3/4 of a Peanut Butter Sandwich (1 1/2 slices of whole wheat bread, 1 1/2 tbsp of peanut butter)",1,3,0,2,0,4,"3/4 of a Peanut Butter Sandwich (1 1/2 slices of whole wheat bread, 1 1/2 tbsp of peanut butter)",0,1,1,3,0,1,0,0,0,1,"Ground turkey (3 oz), 2 cups of pasta, 2 cups of green beans",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,11.4
"1 Peanut Butter Banana Wrap (1 tortilla, 1 banana and 1 tbsp of peanut butter)",,Yes,Yes,Yes,,38,10,238,"1 Peanut Butter Banana Wrap (1 tortilla, 1 banana and 1 tbsp of peanut butter)",1,1,0,2,0,2,"1 Peanut Butter Banana Wrap (1 tortilla, 1 banana and 1 tbsp of peanut butter)",0,1,1,1,0,1,0,0,0,1,"Pork tenderloin (8 oz), 2 cups of white rice, 1 cup of cucumber",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6
"1 banana, 1 scoop of vanilla protein powder (Muscle Milk or a similar brand)",,Yes,Yes,,,29,28,235,"1 banana, 1 scoop of vanilla protein powder (Muscle Milk or a similar brand)",1,1,0,0,0,1,"1 banana, 1 scoop of vanilla protein powder (Muscle Milk or a similar brand)",0,1,1,1,0,0,0,0,0,0,"1 cup of beans, 2 cups of pasta, 1/2 cup of corn",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.8
"1 cup of Shredded Wheat cereal with 2% milk, 1 banana",,Yes,Yes,,,73,15,315,"1 cup of Shredded Wheat cereal with 2% milk, 1 banana",1,1,0,0,0,2,"1 cup of Shredded Wheat cereal with 2% milk, 1 banana",0,1,1,1,0,0,0,0,0,0,"Pork tenderloin (8 oz), Orzo (2 oz), 2 cups of sweet potatoes",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
"1 small avocado, 2 slices of wheat toast with butter",,Yes,Yes,,,46,10,544,"1 small avocado, 2 slices of wheat toast with butter",1,1,0,2,0,2,"1 small avocado, 2 slices of wheat toast with butter",0,1,1,1,0,0,0,0,0,0,"Grilled Chicken (8 oz), 1 cup of beans, 2 cups of peas",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,24.2
"1 apple with peanut butter (2 tsp), 1 nectarine",,Yes,Yes,,,42,4,219,"1 apple with peanut butter (2 tsp), 1 nectarine",1,0,0,2,0,2,"1 apple with peanut butter (2 tsp), 1 nectarine",0,1,1,0,0,1,0,0,0,1,"Grilled Chicken (8 oz), 2 cups of pasta, brussels sprouts (~12 sprouts)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,9.7
1 banana with peanut butter (1 tbsp),,Yes,Yes,,,30,6,241,1 banana with peanut butter (1 tbsp),1,0,0,2,0,2,1 banana with peanut butter (1 tbsp),0,1,1,0,0,1,0,0,0,1,"Ground beef (4 oz), 1 cup of beans, 2 cups of corn",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10.7
1 banana with 1 1/2 tbsp of peanut butter,,Yes,Yes,,,32,7,246,1 banana with 1 1/2 tbsp of peanut butter,1,0,0,2,0,2,1 banana with 1 1/2 tbsp of peanut butter,0,1,1,0,0,1,0,0,0,1,"steak (6 oz), 1 cup of beans, 1/2 cup of corn",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10.9
1 cup of soy yogurt,,Yes,Yes,,,42,9,246,1 cup of soy yogurt,1,0,0,1,0,1,1 cup of soy yogurt,1,0,1,0,0,0,0,0,0,0,"Ground turkey (6 oz), 1 cup of beans, 1/2 cup of corn",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.7
KIND Protein Bar - Crunchy Peanut Butter,,Yes,Yes,,,17,12,250,KIND Protein Bar - Crunchy Peanut Butter,1,0,0,2,0,2,KIND Protein Bar - Crunchy Peanut Butter,0,1,1,0,0,1,0,0,0,1,"Grilled Chicken (8 oz), 2 cups of quinoa, 1/2 cup of squash",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11.1
Chocolate Chip Clif Bar,,Yes,Yes,,,45,10,250,Chocolate Chip Clif Bar,1,0,0,0,0,0,Chocolate Chip Clif Bar,0,1,1,0,0,0,0,0,0,0,"Salmon (8 oz), 2 cups of brown rice, 1/2 cup of peppers",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.3
"1/2 of a banana, 1 Kind Bar - Dark Chocolate Nuts and Sea Salt (or a similar bar)",,Yes,Yes,,,30,7,252,"1/2 of a banana, 1 Kind Bar - Dark Chocolate Nuts and Sea Salt (or a similar bar)",1,0,0,0,0,0,"1/2 of a banana, 1 Kind Bar - Dark Chocolate Nuts and Sea Salt (or a similar bar)",0,1,1,0,0,0,0,0,0,1,"1 cup of beans, 2 cups of white rice, Snap 2 cups of peas",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11.2
"1 RxBar - Chocolate Sea Salt (or a similar bar), 1/2 of a banana",,Yes,Yes,,,36,13,252,"1 RxBar - Chocolate Sea Salt (or a similar bar), 1/2 of a banana",1,0,0,0,0,0,"1 RxBar - Chocolate Sea Salt (or a similar bar), 1/2 of a banana",0,1,1,0,0,0,0,0,0,0,"Pork tenderloin (8 oz), 2 cups of pasta, 1 cup of cucumber",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.2
"1 Kind Bar - Dark Chocolate Nuts and Sea Salt (or a similar bar), 1/2 cup of applesauce (unsweetened)",,Yes,Yes,,,31,6,255,"1 Kind Bar - Dark Chocolate Nuts and Sea Salt (or a similar bar), 1/2 cup of applesauce (unsweetened)",1,0,0,0,0,0,"1 Kind Bar - Dark Chocolate Nuts and Sea Salt (or a similar bar), 1/2 cup of applesauce (unsweetened)",0,1,1,0,0,0,0,0,0,1,"grilled chicken (4 oz), 2 cups of brown rice, 2 cups of sweet potatoes",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,11.3
"1 peach, 1 Clif Bar - Chocolate Chip (or a similar bar)",,Yes,Yes,,,54,11,258,"1 peach, 1 Clif Bar - Chocolate Chip (or a similar bar)",1,0,0,0,0,0,"1 peach, 1 Clif Bar - Chocolate Chip (or a similar bar)",0,1,1,0,0,0,0,0,0,0,"tuna (4 oz), 2 cups of white rice, 2 cups of sweet potatoes",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0
"1 apple with peanut butter (2 tsp), 1 banana",,Yes,Yes,,,55,4,264,"1 apple with peanut butter (2 tsp), 1 banana",1,0,0,2,0,2,"1 apple with peanut butter (2 tsp), 1 banana",0,1,1,0,0,1,0,0,0,1,"Ground beef (4 oz), 2 cups of white rice, 1 cup of spinach",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,11.7
"1 RxBar - Chocolate Sea Salt (or a similar bar), 1 cup of berries",,Yes,Yes,,,37,13,265,"1 RxBar - Chocolate Sea Salt (or a similar bar), 1 cup of berries",1,0,0,0,0,0,"1 RxBar - Chocolate Sea Salt (or a similar bar), 1 cup of berries",0,1,1,0,0,0,0,0,0,0,"grilled chicken (4 oz), 2 cups of pasta, 2 cups of sweet potatoes",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,7.2
"1 KIND Protein Bar - Crunchy Peanut Butter (or a similar bar), 1/2 of a banana",,Yes,Yes,,,31,13,272,"1 KIND Protein Bar - Crunchy Peanut Butter (or a similar bar), 1/2 of a banana",1,0,0,2,0,2,"1 KIND Protein Bar - Crunchy Peanut Butter (or a similar bar), 1/2 of a banana",0,1,1,0,0,1,0,0,0,1,"Pork tenderloin (8 oz), 2 cups of pasta, asparagus (~10 stalks)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12.1
1 apple with peanut butter (~3 tbsp),,Yes,Yes,,,31,9,283,1 apple with peanut butter (~3 tbsp),1,0,0,2,0,2,1 apple with peanut butter (~3 tbsp),0,1,1,0,0,1,0,0,0,1,"Pork tenderloin (8 oz), 2 cups of quinoa, 1 cup of cucumber",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6
"1 banana, 1 oz of peanut butter",,Yes,Yes,,,34,8,289,"1 banana, 1 oz of peanut butter",1,0,0,2,0,2,"1 banana, 1 oz of peanut butter",0,1,1,0,0,1,0,0,0,1,"grilled chicken (4 oz), 2 cups of white rice, 2 cups of peas",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.8
"1 banana, 1 oz of peanut butter",,Yes,Yes,,,33,9,296,"1 banana, 1 oz of peanut butter",1,0,0,2,0,2,"1 banana, 1 oz of peanut butter",0,1,1,0,0,1,0,0,0,1,"Pork tenderloin (8 oz), 2 cups of white rice, 2 cups of green beans",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.2
"1 Kind Bar - Dark Chocolate Nuts and Sea Salt (or a similar bar), 12 almonds",,Yes,Yes,,,20,10,303,"1 Kind Bar - Dark Chocolate Nuts and Sea Salt (or a similar bar), 12 almonds",1,0,0,0,0,0,"1 Kind Bar - Dark Chocolate Nuts and Sea Salt (or a similar bar), 12 almonds",0,1,1,0,0,0,1,0,0,3,"Salmon (8 oz), 2 cups of quinoa, 1 cup of cucumber",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13.5
"1 banana, 1 serving of almond butter (1 oz.)",,Yes,Yes,,,34,6,310,"1 banana, 1 serving of almond butter (1 oz.)",1,0,0,2,0,1,"1 banana, 1 serving of almond butter (1 oz.)",0,1,1,0,0,0,1,0,0,1,"Ground turkey (6 oz), 1 cup of white rice, 2 cups of corn",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8
"1 KIND Protein Bar - Crunchy Peanut Butter (or a similar bar), 1 orange",,Yes,Yes,,,32,13,312,"1 KIND Protein Bar - Crunchy Peanut Butter (or a similar bar), 1 orange",1,0,0,2,0,2,"1 KIND Protein Bar - Crunchy Peanut Butter (or a similar bar), 1 orange",0,1,1,0,0,1,0,0,0,1,"2 cups of tofu, 2 cups of brown rice, 1 cup of spinach",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13.9
"5 stalks of celery with 2 tbsp of peanut butter (2 spoonfuls), 1 cup of applesauce (unsweetened)",,Yes,Yes,,,43,8,328,"5 stalks of celery with 2 tbsp of peanut butter (2 spoonfuls), 1 cup of applesauce (unsweetened)",1,0,0,2,0,2,"5 stalks of celery with 2 tbsp of peanut butter (2 spoonfuls), 1 cup of applesauce (unsweetened)",0,1,1,0,0,1,0,0,0,1,"Pork tenderloin (8 oz), 2 cups of quinoa, asparagus (~10 stalks)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6
"1/2 of a small avocado, 1 banana, 1 tbsp of peanut butter",,Yes,Yes,,,39,7,360,"1/2 of a small avocado, 1 banana, 1 tbsp of peanut butter",1,0,0,2,0,2,"1/2 of a small avocado, 1 banana, 1 tbsp of peanut butter",0,1,1,0,0,1,0,0,0,1,"White Fish (8 oz), Orzo (2 oz), 2 cups of sweet potatoes",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,16.0
"1 plain granola bar, 1 cup of vanilla yogurt",,Yes,Yes,,,50,11,371,"1 plain granola bar, 1 cup of vanilla yogurt",1,0,0,1,0,1,"1 plain granola bar, 1 cup of vanilla yogurt",0,0,1,0,0,0,1,0,0,1,"Ground beef (4 oz), 2 cups of brown rice, 1 cup of cucumber",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14.1
"1 english muffin with 1 tbsp of peanut butter, 2 hard boiled eggs",,Yes,Yes,,,32,19,380,"1 english muffin with 1 tbsp of peanut butter, 2 hard boiled eggs",1,0,0,3,0,2,"1 english muffin with 1 tbsp of peanut butter, 2 hard boiled eggs",0,1,1,0,0,1,0,1,0,1,"2 cups of tofu, 2 cups of brown rice, 1 cup of cucumber",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9
"1 apple with peanut butter (~3 tbsp), 1 banana",,Yes,Yes,,,58,10,388,"1 apple with peanut butter (~3 tbsp), 1 banana",1,0,0,2,0,2,"1 apple with peanut butter (~3 tbsp), 1 banana",0,1,1,0,0,1,0,0,0,1,"White Fish (8 oz), 2 cups of brown rice, 1 cup of spinach",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,17.2
